state_ID,year,population
OH,1968,10516000
OH,1967,10414000
OH,1966,10330000
OH,1965,10201000
OH,1964,10080000
OH,1963,9986000
OH,1962,9929000
OH,1961,9854000
OH,1960,9734000
IA,2018,3149000
IA,2017,3142000
IA,2016,3131000
IA,2015,3121000
IA,2014,3109000
IA,2013,3093000
IA,2012,3076000
IA,2011,3066000
IA,2010,3051000
IA,2009,3033000
IA,2008,3017000
IA,2007,2999000
IA,2006,2983000
IA,2005,2964000
IA,2004,2954000
IA,2003,2942000
IA,2002,2934000
IA,2001,2932000
IA,2000,2929000
IA,1999,2918000
IA,1998,2903000
IA,1997,2891000
IA,1996,2880000
IA,1995,2867000
IA,1994,2851000
IA,1993,2837000
IA,1992,2818000
IA,1991,2798000
IA,1990,2781000
IA,1989,2771000
IA,1988,2768000
IA,1987,2767000
IA,1986,2792000
IA,1985,2830000
IA,1984,2859000
IA,1983,2871000
IA,1982,2888000
IA,1981,2908000
IA,1980,2914000
IA,1979,2916000
IA,1978,2918000
IA,1977,2914000
IA,1976,2903000
IA,1975,2881000
IA,1974,2868000
IA,1973,2864000
IA,1972,2860000
IA,1971,2852000
IA,1970,2832000
IA,1969,2805000
IA,1968,2803000
IA,1967,2793000
IA,1966,2762000
IA,1965,2742000
IA,1964,2746000
IA,1963,2747000
IA,1962,2750000
IA,1961,2756000
IA,1960,2756000
KY,2018,4461000
KY,2017,4452000
KY,2016,4438000
KY,2015,4426000
KY,2014,4414000
KY,2013,4405000
KY,2012,4386000
KY,2011,4369000
KY,2010,4348000
KY,2009,4317000
KY,2008,4290000
KY,2007,4257000
KY,2006,4219000
KY,2005,4183000
KY,2004,4146000
KY,2003,4117000
KY,2002,4090000
KY,2001,4068000
KY,2000,4049000
KY,1999,4018000
KY,1998,3985000
KY,1997,3953000
KY,1996,3920000
KY,1995,3887000
KY,1994,3849000
KY,1993,3812000
KY,1992,3765000
KY,1991,3722000
KY,1990,3694000
KY,1989,3677000
KY,1988,3680000
KY,1987,3683000
KY,1986,3688000
KY,1985,3695000
KY,1984,3695000
KY,1983,3694000
KY,1982,3683000
KY,1981,3670000
KY,1980,3664000
KY,1979,3642000
KY,1978,3610000
KY,1977,3574000
KY,1976,3529000
KY,1975,3468000
KY,1974,3416000
KY,1973,3371000
KY,1972,3336000
KY,1971,3298000
KY,1970,3231000
KY,1969,3198000
KY,1968,3195000
KY,1967,3172000
KY,1966,3147000
KY,1965,3140000
KY,1964,3129000
KY,1963,3096000
KY,1962,3079000
KY,1961,3054000
KY,1960,3041000
CO,2018,5691000
CO,2017,5612000
CO,2016,5539000
CO,2015,5451000
CO,2014,5350000
CO,2013,5269000
CO,2012,5193000
CO,2011,5122000
CO,2010,5047000
CO,2009,4972000
CO,2008,4890000
CO,2007,4804000
CO,2006,4720000
CO,2005,4632000
CO,2004,4575000
CO,2003,4529000
CO,2002,4490000
CO,2001,4426000
CO,2000,4327000
CO,1999,4226000
CO,1998,4117000
CO,1997,4018000
CO,1996,3920000
CO,1995,3827000
CO,1994,3724000
CO,1993,3614000
CO,1992,3496000
CO,1991,3387000
CO,1990,3308000
CO,1989,3276000
CO,1988,3262000
CO,1987,3260000
CO,1986,3237000
CO,1985,3209000
CO,1984,3170000
CO,1983,3134000
CO,1982,3062000
CO,1981,2978000
CO,1980,2909000
CO,1979,2849000
CO,1978,2767000
CO,1977,2696000
CO,1976,2632000
CO,1975,2586000
CO,1974,2541000
CO,1973,2496000
CO,1972,2405000
CO,1971,2304000
CO,1970,2223000
CO,1969,2166000
CO,1968,2120000
CO,1967,2053000
CO,1966,2007000
CO,1965,1985000
CO,1964,1970000
CO,1963,1936000
CO,1962,1899000
CO,1961,1844000
CO,1960,1769000
MS,2018,2981000
MS,2017,2989000
MS,2016,2988000
MS,2015,2988000
MS,2014,2990000
MS,2013,2989000
MS,2012,2984000
MS,2011,2978000
MS,2010,2971000
MS,2009,2959000
MS,2008,2948000
MS,2007,2928000
MS,2006,2905000
MS,2005,2906000
MS,2004,2889000
MS,2003,2868000
MS,2002,2859000
MS,2001,2853000
MS,2000,2848000
MS,1999,2828000
MS,1998,2805000
MS,1997,2777000
MS,1996,2748000
MS,1995,2723000
MS,1994,2689000
MS,1993,2655000
MS,1992,2624000
MS,1991,2599000
MS,1990,2579000
MS,1989,2574000
MS,1988,2580000
MS,1987,2589000
MS,1986,2594000
MS,1985,2588000
MS,1984,2578000
MS,1983,2568000
MS,1982,2557000
MS,1981,2539000
MS,1980,2525000
MS,1979,2507000
MS,1978,2488000
MS,1977,2459000
MS,1976,2430000
MS,1975,2399000
MS,1974,2378000
MS,1973,2350000
MS,1972,2307000
MS,1971,2265000
MS,1970,2220000
MS,1969,2220000
MS,1968,2219000
MS,1967,2228000
MS,1966,2245000
MS,1965,2246000
MS,1964,2241000
MS,1963,2244000
MS,1962,2243000
MS,1961,2206000
MS,1960,2182000
FL,2018,21244000
FL,2017,20964000
FL,2016,20613000
FL,2015,20209000
FL,2014,19846000
FL,2013,19546000
FL,2012,19298000
FL,2011,19093000
FL,2010,18846000
FL,2009,18653000
FL,2008,18527000
FL,2007,18368000
FL,2006,18167000
FL,2005,17842000
FL,2004,17415000
FL,2003,17004000
FL,2002,16689000
FL,2001,16357000
FL,2000,16048000
FL,1999,15759000
FL,1998,15487000
FL,1997,15186000
FL,1996,14853000
FL,1995,14538000
FL,1994,14239000
FL,1993,13927000
FL,1992,13651000
FL,1991,13370000
FL,1990,13033000
FL,1989,12638000
FL,1988,12306000
FL,1987,11997000
FL,1986,11668000
FL,1985,11351000
FL,1984,11040000
FL,1983,10750000
FL,1982,10471000
FL,1981,10193000
FL,1980,9840000
FL,1979,9426000
FL,1978,9102000
FL,1977,8856000
FL,1976,8667000
FL,1975,8518000
FL,1974,8299000
FL,1973,7914000
FL,1972,7511000
FL,1971,7158000
FL,1970,6848000
FL,1969,6641000
FL,1968,6433000
FL,1967,6242000
FL,1966,6104000
FL,1965,5954000
FL,1964,5781000
FL,1963,5628000
FL,1962,5458000
FL,1961,5243000
FL,1960,5004000
AR,2018,3010000
AR,2017,3001000
AR,2016,2990000
AR,2015,2978000
AR,2014,2967000
AR,2013,2959000
AR,2012,2952000
AR,2011,2940000
AR,2010,2922000
AR,2009,2897000
AR,2008,2875000
AR,2007,2849000
AR,2006,2822000
AR,2005,2781000
AR,2004,2750000
AR,2003,2725000
AR,2002,2706000
AR,2001,2692000
AR,2000,2679000
AR,1999,2652000
AR,1998,2626000
AR,1997,2601000
AR,1996,2572000
AR,1995,2535000
AR,1994,2494000
AR,1993,2456000
AR,1992,2416000
AR,1991,2383000
AR,1990,2357000
AR,1989,2346000
AR,1988,2343000
AR,1987,2342000
AR,1986,2332000
AR,1985,2327000
AR,1984,2320000
AR,1983,2306000
AR,1982,2294000
AR,1981,2293000
AR,1980,2289000
AR,1979,2271000
AR,1978,2243000
AR,1977,2209000
AR,1976,2170000
AR,1975,2160000
AR,1974,2101000
AR,1973,2059000
AR,1972,2019000
AR,1971,1972000
AR,1970,1932000
AR,1969,1913000
AR,1968,1902000
AR,1967,1901000
AR,1966,1899000
AR,1965,1894000
AR,1964,1897000
AR,1963,1875000
AR,1962,1853000
AR,1961,1806000
AR,1960,1789000
VA,2018,8501000
VA,2017,8464000
VA,2016,8410000
VA,2015,8362000
VA,2014,8311000
VA,2013,8252000
VA,2012,8185000
VA,2011,8100000
VA,2010,8024000
VA,2009,7926000
VA,2008,7833000
VA,2007,7751000
VA,2006,7674000
VA,2005,7577000
VA,2004,7476000
VA,2003,7367000
VA,2002,7287000
VA,2001,7198000
VA,2000,7106000
VA,1999,7000000
VA,1998,6901000
VA,1997,6829000
VA,1996,6751000
VA,1995,6671000
VA,1994,6593000
VA,1993,6510000
VA,1992,6414000
VA,1991,6301000
VA,1990,6217000
VA,1989,6120000
VA,1988,6037000
VA,1987,5932000
VA,1986,5812000
VA,1985,5715000
VA,1984,5644000
VA,1983,5565000
VA,1982,5493000
VA,1981,5444000
VA,1980,5368000
VA,1979,5308000
VA,1978,5270000
VA,1977,5193000
VA,1976,5122000
VA,1975,5047000
VA,1974,4971000
VA,1973,4901000
VA,1972,4824000
VA,1971,4751000
VA,1970,4659000
VA,1969,4614000
VA,1968,4558000
VA,1967,4508000
VA,1966,4456000
VA,1965,4411000
VA,1964,4357000
VA,1963,4276000
VA,1962,4180000
VA,1961,4095000
VA,1960,3986000
MI,2018,9984000
MI,2017,9973000
MI,2016,9951000
MI,2015,9932000
MI,2014,9930000
MI,2013,9913000
MI,2012,9897000
MI,2011,9882000
MI,2010,9878000
MI,2009,9902000
MI,2008,9947000
MI,2007,10001000
MI,2006,10036000
MI,2005,10051000
MI,2004,10055000
MI,2003,10041000
MI,2002,10016000
MI,2001,9991000
MI,2000,9952000
MI,1999,9897000
MI,1998,9848000
MI,1997,9809000
MI,1996,9759000
MI,1995,9676000
MI,1994,9598000
MI,1993,9540000
MI,1992,9479000
MI,1991,9400000
MI,1990,9311000
MI,1989,9253000
MI,1988,9218000
MI,1987,9187000
MI,1986,9128000
MI,1985,9076000
MI,1984,9049000
MI,1983,9048000
MI,1982,9115000
MI,1981,9209000
MI,1980,9256000
MI,1979,9266000
MI,1978,9218000
MI,1977,9171000
MI,1976,9129000
MI,1975,9118000
MI,1974,9118000
MI,1973,9078000
MI,1972,9029000
MI,1971,8974000
MI,1970,8890000
MI,1969,8781000
MI,1968,8696000
MI,1967,8630000
MI,1966,8512000
MI,1965,8357000
MI,1964,8187000
MI,1963,8058000
MI,1962,7933000
MI,1961,7893000
MI,1960,7834000
MA,2018,6883000
MA,2017,6860000
MA,2016,6824000
MA,2015,6794000
MA,2014,6763000
MA,2013,6713000
MA,2012,6663000
MA,2011,6613000
MA,2010,6566000
MA,2009,6518000
MA,2008,6469000
MA,2007,6432000
MA,2006,6410000
MA,2005,6403000
MA,2004,6412000
MA,2003,6423000
MA,2002,6417000
MA,2001,6398000
MA,2000,6361000
MA,1999,6317000
MA,1998,6272000
MA,1997,6226000
MA,1996,6180000
MA,1995,6141000
MA,1994,6095000
MA,1993,6061000
MA,1992,6029000
MA,1991,6018000
MA,1990,6023000
MA,1989,6015000
MA,1988,5980000
MA,1987,5935000
MA,1986,5903000
MA,1985,5881000
MA,1984,5841000
MA,1983,5799000
MA,1982,5771000
MA,1981,5769000
MA,1980,5746000
MA,1979,5738000
MA,1978,5736000
MA,1977,5738000
MA,1976,5744000
MA,1975,5758000
MA,1974,5774000
MA,1973,5781000
MA,1972,5760000
MA,1971,5738000
MA,1970,5706000
MA,1969,5650000
MA,1968,5618000
MA,1967,5594000
MA,1966,5535000
MA,1965,5502000
MA,1964,5448000
MA,1963,5344000
MA,1962,5263000
MA,1961,5219000
MA,1960,5160000
DE,2018,965000
DE,2017,957000
DE,2016,949000
DE,2015,941000
DE,2014,932000
DE,2013,924000
DE,2012,915000
DE,2011,907000
DE,2010,900000
DE,2009,892000
DE,2008,884000
DE,2007,872000
DE,2006,859000
DE,2005,845000
DE,2004,831000
DE,2003,818000
DE,2002,806000
DE,2001,796000
DE,2000,786000
DE,1999,775000
DE,1998,763000
DE,1997,751000
DE,1996,741000
DE,1995,730000
DE,1994,718000
DE,1993,706000
DE,1992,695000
DE,1991,683000
DE,1990,670000
DE,1989,658000
DE,1988,648000
DE,1987,637000
DE,1986,628000
DE,1985,618000
DE,1984,612000
DE,1983,605000
DE,1982,599000
DE,1981,596000
DE,1980,595000
DE,1979,595000
DE,1978,595000
DE,1977,592000
DE,1976,590000
DE,1975,587000
DE,1974,581000
DE,1973,578000
DE,1972,573000
DE,1971,565000
DE,1970,551000
DE,1969,540000
DE,1968,534000
DE,1967,525000
DE,1966,516000
DE,1965,507000
DE,1964,497000
DE,1963,483000
DE,1962,469000
DE,1961,461000
DE,1960,449000
NV,2018,3027000
NV,2017,2970000
NV,2016,2918000
NV,2015,2867000
NV,2014,2818000
NV,2013,2776000
NV,2012,2744000
NV,2011,2713000
NV,2010,2702000
NV,2009,2685000
NV,2008,2654000
NV,2007,2601000
NV,2006,2523000
NV,2005,2432000
NV,2004,2346000
NV,2003,2249000
NV,2002,2174000
NV,2001,2098000
NV,2000,2019000
NV,1999,1935000
NV,1998,1853000
NV,1997,1764000
NV,1996,1666000
NV,1995,1582000
NV,1994,1499000
NV,1993,1411000
NV,1992,1351000
NV,1991,1296000
NV,1990,1221000
NV,1989,1137000
NV,1988,1075000
NV,1987,1023000
NV,1986,981000
NV,1985,951000
NV,1984,925000
NV,1983,902000
NV,1982,882000
NV,1981,848000
NV,1980,810000
NV,1979,765000
NV,1978,719000
NV,1977,678000
NV,1976,647000
NV,1975,620000
NV,1974,597000
NV,1973,569000
NV,1972,547000
NV,1971,520000
NV,1970,493000
NV,1969,480000
NV,1968,464000
NV,1967,449000
NV,1966,446000
NV,1965,444000
NV,1964,426000
NV,1963,397000
NV,1962,352000
NV,1961,315000
NV,1960,291000
OK,2018,3940000
OK,2017,3931000
OK,2016,3926000
OK,2015,3910000
OK,2014,3878000
OK,2013,3853000
OK,2012,3819000
OK,2011,3788000
OK,2010,3760000
OK,2009,3718000
OK,2008,3669000
OK,2007,3634000
OK,2006,3594000
OK,2005,3549000
OK,2004,3525000
OK,2003,3505000
OK,2002,3489000
OK,2001,3467000
OK,2000,3454000
OK,1999,3437000
OK,1998,3405000
OK,1997,3373000
OK,1996,3340000
OK,1995,3308000
OK,1994,3281000
OK,1993,3252000
OK,1992,3221000
OK,1991,3175000
OK,1990,3149000
OK,1989,3150000
OK,1988,3167000
OK,1987,3210000
OK,1986,3253000
OK,1985,3271000
OK,1984,3286000
OK,1983,3290000
OK,1982,3206000
OK,1981,3096000
OK,1980,3041000
OK,1979,2975000
OK,1978,2917000
OK,1977,2870000
OK,1976,2827000
OK,1975,2775000
OK,1974,2735000
OK,1973,2696000
OK,1972,2659000
OK,1971,2619000
OK,1970,2567000
OK,1969,2535000
OK,1968,2503000
OK,1967,2489000
OK,1966,2454000
OK,1965,2440000
OK,1964,2446000
OK,1963,2439000
OK,1962,2427000
OK,1961,2380000
OK,1960,2336000
ND,2018,758000
ND,2017,755000
ND,2016,754000
ND,2015,754000
ND,2014,737000
ND,2013,722000
ND,2012,701000
ND,2011,685000
ND,2010,675000
ND,2009,665000
ND,2008,658000
ND,2007,653000
ND,2006,649000
ND,2005,646000
ND,2004,645000
ND,2003,639000
ND,2002,638000
ND,2001,639000
ND,2000,642000
ND,1999,644000
ND,1998,648000
ND,1997,650000
ND,1996,650000
ND,1995,648000
ND,1994,645000
ND,1993,641000
ND,1992,638000
ND,1991,636000
ND,1990,638000
ND,1989,646000
ND,1988,655000
ND,1987,661000
ND,1986,670000
ND,1985,677000
ND,1984,680000
ND,1983,677000
ND,1982,669000
ND,1981,660000
ND,1980,654000
ND,1979,653000
ND,1978,651000
ND,1977,650000
ND,1976,646000
ND,1975,639000
ND,1974,635000
ND,1973,633000
ND,1972,631000
ND,1971,627000
ND,1970,620000
ND,1969,621000
ND,1968,621000
ND,1967,626000
ND,1966,647000
ND,1965,649000
ND,1964,649000
ND,1963,644000
ND,1962,637000
ND,1961,641000
ND,1960,634000
MD,2018,6036000
MD,2017,6024000
MD,2016,6003000
MD,2015,5986000
MD,2014,5957000
MD,2013,5923000
MD,2012,5887000
MD,2011,5839000
MD,2010,5789000
MD,2009,5730000
MD,2008,5685000
MD,2007,5653000
MD,2006,5627000
MD,2005,5592000
MD,2004,5547000
MD,2003,5496000
MD,2002,5440000
MD,2001,5375000
MD,2000,5311000
MD,1999,5255000
MD,1998,5204000
MD,1997,5157000
MD,1996,5112000
MD,1995,5070000
MD,1994,5023000
MD,1993,4972000
MD,1992,4923000
MD,1991,4868000
MD,1990,4800000
MD,1989,4727000
MD,1988,4658000
MD,1987,4566000
MD,1986,4487000
MD,1985,4413000
MD,1984,4365000
MD,1983,4313000
MD,1982,4283000
MD,1981,4262000
MD,1980,4228000
MD,1979,4191000
MD,1978,4184000
MD,1977,4170000
MD,1976,4151000
MD,1975,4139000
MD,1974,4119000
MD,1973,4098000
MD,1972,4073000
MD,1971,4018000
MD,1970,3938000
MD,1969,3868000
MD,1968,3815000
MD,1967,3757000
MD,1966,3695000
MD,1965,3600000
MD,1964,3492000
MD,1963,3386000
MD,1962,3263000
MD,1961,3176000
MD,1960,3113000
KS,2018,2911000
KS,2017,2909000
KS,2016,2911000
KS,2015,2909000
